timestamp	job_id	title	company	date	link
2025-08-17T19:18:53.107084	4287097222	Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-at-bending-spoons-4287097222?position=5&pageNum=22&refId=e3bKHVot%2F77Bc%2BaLx2GDIA%3D%3D&trackingId=kwLAkvNkjT%2FAUea8ksma%2Bg%3D%3D
2025-08-17T19:18:50.841121	4287300188	Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-london-at-bending-spoons-4287300188?position=4&pageNum=22&refId=e3bKHVot%2F77Bc%2BaLx2GDIA%3D%3D&trackingId=HfmNGfqt3Cm9idgeUinXnA%3D%3D
2025-08-17T19:18:48.569059	4287098205	Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-at-bending-spoons-4287098205?position=3&pageNum=22&refId=e3bKHVot%2F77Bc%2BaLx2GDIA%3D%3D&trackingId=sVyJC2wLBCuWPpNFXCqC1g%3D%3D
2025-08-17T19:18:46.335372	4287302039	Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-london-at-bending-spoons-4287302039?position=2&pageNum=22&refId=e3bKHVot%2F77Bc%2BaLx2GDIA%3D%3D&trackingId=4dqvo2DLKmA1BI2chJaghg%3D%3D
2025-08-17T19:18:32.653792	4287098241	Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-at-bending-spoons-4287098241?position=7&pageNum=20&refId=CEZBvCjMq3DVPqEYjz5VUw%3D%3D&trackingId=k5rGDR2VkeKveSDDSW2HHw%3D%3D
2025-08-17T19:18:28.125823	4287096338	Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-at-bending-spoons-4287096338?position=5&pageNum=20&refId=CEZBvCjMq3DVPqEYjz5VUw%3D%3D&trackingId=UlkZY9Y9u%2F27TNvm5gduyA%3D%3D
2025-08-17T19:18:21.343248	4287095871	Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-milan-at-bending-spoons-4287095871?position=2&pageNum=20&refId=CEZBvCjMq3DVPqEYjz5VUw%3D%3D&trackingId=BAV6hYRzNbkYFH5y7yw7%2Fw%3D%3D
2025-08-17T19:18:14.390912	4287301192	Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-milan-at-bending-spoons-4287301192?position=10&pageNum=17&refId=7OUDRnwC5rgE%2BvcK%2FSoimA%3D%3D&trackingId=%2FnUVWuI6DsE6ovG2YB9R3Q%3D%3D
2025-08-17T19:18:09.900618	4276010551	Software Developer	General Dynamics Information Technology	2025-08-17	https://de.linkedin.com/jobs/view/software-developer-at-general-dynamics-information-technology-4276010551?position=8&pageNum=17&refId=7OUDRnwC5rgE%2BvcK%2FSoimA%3D%3D&trackingId=N2VVWFrnO1Ltoye1YwWWIA%3D%3D
2025-08-17T19:18:07.596216	4287099188	Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-milan-at-bending-spoons-4287099188?position=7&pageNum=17&refId=7OUDRnwC5rgE%2BvcK%2FSoimA%3D%3D&trackingId=33wmi7M5rewdqBrO4zFpDQ%3D%3D
2025-08-17T19:18:00.818365	4287300151	Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-at-bending-spoons-4287300151?position=4&pageNum=17&refId=7OUDRnwC5rgE%2BvcK%2FSoimA%3D%3D&trackingId=UW4DJZ%2BSXlSIdxFVnQfyyQ%3D%3D
2025-08-17T19:17:58.563954	4287302014	Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-at-bending-spoons-4287302014?position=3&pageNum=17&refId=7OUDRnwC5rgE%2BvcK%2FSoimA%3D%3D&trackingId=noYHK1E2lM8JChZPlSeNXQ%3D%3D
2025-08-17T19:17:38.095185	4287302011	Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-at-bending-spoons-4287302011?position=5&pageNum=15&refId=8mi8f5f6gwxM1BAHpjdIZw%3D%3D&trackingId=nPtxJVwVgTJTnDYj4io9Ag%3D%3D
2025-08-17T19:16:33.137946	4287099153	Graduate Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-london-at-bending-spoons-4287099153?position=8&pageNum=7&refId=ctBHtx3GLmxXiN1aSTzZGA%3D%3D&trackingId=yW2w2n%2Bxy%2F%2Bv%2FioIIj8oKw%3D%3D
2025-08-17T19:16:30.883448	4287099238	Graduate Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-london-at-bending-spoons-4287099238?position=7&pageNum=7&refId=ctBHtx3GLmxXiN1aSTzZGA%3D%3D&trackingId=Upmt0Wmdb%2F20rv78EVMgmQ%3D%3D
2025-08-17T19:16:18.008335	4287098197	Graduate Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-london-at-bending-spoons-4287098197?position=3&pageNum=7&refId=ctBHtx3GLmxXiN1aSTzZGA%3D%3D&trackingId=V9fHxxqYUzM8zo00vRm1aQ%3D%3D
2025-08-17T19:16:15.757818	4287095877	Graduate Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-milan-at-bending-spoons-4287095877?position=2&pageNum=7&refId=ctBHtx3GLmxXiN1aSTzZGA%3D%3D&trackingId=r4LAlZFQu1QOhQFVAtlADg%3D%3D
2025-08-17T19:15:56.170423	4287096312	Graduate Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-milan-at-bending-spoons-4287096312?position=3&pageNum=5&refId=WLrUYDe9od4FwnaPSoJJNQ%3D%3D&trackingId=mfoePv4iMGtzbwWzLCfcQg%3D%3D
2025-08-17T19:15:26.175775	4287300181	Graduate Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-milan-at-bending-spoons-4287300181?position=59&pageNum=0&refId=KvcL8eYRpX2sH%2BvU%2BwwgrA%3D%3D&trackingId=Wmi51T1teeQMeCaca98TiA%3D%3D
2025-08-17T19:14:37.542127	4287099172	Graduate Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-milan-at-bending-spoons-4287099172?position=40&pageNum=0&refId=KvcL8eYRpX2sH%2BvU%2BwwgrA%3D%3D&trackingId=mPkrPtcfsjn9eNhAfx1cCg%3D%3D
2025-08-17T19:14:28.464211	4287096311	Graduate Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-london-at-bending-spoons-4287096311?position=36&pageNum=0&refId=KvcL8eYRpX2sH%2BvU%2BwwgrA%3D%3D&trackingId=7cjnPLqvUfBpxpjYGrqROg%3D%3D
2025-08-17T19:14:26.217272	4287301124	Graduate Software Engineer (relocate to Milan)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-milan-at-bending-spoons-4287301124?position=35&pageNum=0&refId=KvcL8eYRpX2sH%2BvU%2BwwgrA%3D%3D&trackingId=wOlyLz46N6Ca4eMMCW0Dug%3D%3D
2025-08-17T19:13:43.606265	4287099233	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287099233?position=17&pageNum=0&refId=KvcL8eYRpX2sH%2BvU%2BwwgrA%3D%3D&trackingId=nkMKjZRPzXjYFFKW8ztvyg%3D%3D
2025-08-17T18:41:07.962236	4287300260	Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-london-at-bending-spoons-4287300260?position=9&pageNum=25&refId=1gPBBZp2KQsS47VDLQBzRg%3D%3D&trackingId=yH5MIZl%2BkUChIEpUvFVxBA%3D%3D
2025-08-17T18:40:37.492963	4287300269	Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-london-at-bending-spoons-4287300269?position=7&pageNum=22&refId=la8E9euU7rsgVUpYhTN1rw%3D%3D&trackingId=qrAOAyc3VDVr58hGLQTojg%3D%3D
2025-08-17T18:40:35.200322	4287301169	Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-london-at-bending-spoons-4287301169?position=6&pageNum=22&refId=la8E9euU7rsgVUpYhTN1rw%3D%3D&trackingId=xlzFkVDquh68tyLeRalDsg%3D%3D
